STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,INST_TYPE_EDU,Type of educational institution,EDUCATION_LEV,Education level,AGE,Age,SUBJ_TYPE,Subject,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,STATISTICAL_OPERATION,Statistical operation,REF_PERIOD,Reference period,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,BGR,Bulgaria,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y11,11 years,VOCS,,4.68739,,W,Includes data from another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,HUN,Hungary,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y7,7 years,NSCI,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ISR,Israel,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y16,16 years,FXTM,,1.74169,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ITA,Italy,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y11,11 years,SSCI,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ITA,Italy,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y15,15 years,NSCI,,11.7273,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,POL,Poland,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y17,17 years,NSCI,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SWE,Sweden,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y6,6 years,ICTS,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,BGR,Bulgaria,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y16,16 years,FXTM,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,CRI,Costa Rica,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y16,16 years,RELI,,2.27273,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ITA,Italy,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y16,16 years,OLAN,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SVN,Slovenia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y17,17 years,VOCS,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,LUX,Luxembourg,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y10,10 years,ICTS,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,LUX,Luxembourg,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y12,12 years,PHED,,10,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,AUT,Austria,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y15,15 years,RELI,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,EST,Estonia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y16,16 years,VOCS,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,HUN,Hungary,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y6,6 years,READ,,29.16667,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,HUN,Hungary,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y11,11 years,ICTS,,3.57143,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,IND,India,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y14,14 years,NSCI,,,,L,Missing value; data exist but were not collected,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ISL,Iceland,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y11,11 years,NSCI,,8.09485,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,LUX,Luxembourg,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y14,14 years,PHED,,6.66667,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,OECD,OECD,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y16,16 years,OSTU,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SVK,Slovak Republic,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y16,16 years,SSCI,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SVN,Slovenia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,NCOMPUL,,15.30077,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SWE,Sweden,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,RELI,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,TUR,Türkiye,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,VOCS,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,DEU,Germany,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y14,14 years,FXTM,,,,M,Missing value; data cannot exist,,,OBS,Observed,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,GRC,Greece,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y14,14 years,SSCI,,14.70588,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,NOR,Norway,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y12,12 years,OSTU,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,OECD,OECD,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,OSTU,,3.21078,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SVK,Slovak Republic,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,SSCI,,10,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,MEX,Mexico,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,MATH,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ROU,Romania,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y9,9 years,ICTS,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ROU,Romania,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y11,11 years,SLAN,,8,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SWE,Sweden,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,PHED,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,AUT,Austria,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y9,9 years,PHED,,8.33333,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,BRA,Brazil,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y17,17 years,READ,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,DEU,Germany,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y11,11 years,OSCH,,,,M,Missing value; data cannot exist,,,OBS,Observed,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ISL,Iceland,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y6,6 years,RELI,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,CHE,Switzerland,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y11,11 years,SSCI,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,JPN,Japan,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y9,9 years,ICTS,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SWE,Sweden,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y17,17 years,SSCI,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,AUS,Australia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y12,12 years,SLAN,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,CHN,China (People’s Republic of),INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y17,17 years,VOCS,,,,L,Missing value; data exist but were not collected,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ROU,Romania,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y15,15 years,PHED,,3.44828,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ROU,Romania,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,ICTS,,3.33333,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ISR,Israel,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y9,9 years,FXTM,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,PER,Peru,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y15,15 years,SLAN,,,,L,Missing value; data exist but were not collected,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,HUN,Hungary,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,OSTU,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,IRL,Ireland,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y17,17 years,FXTM,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,BRA,Brazil,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,OSUB,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,BFL,Flemish Community,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y14,14 years,FXTM,,92.85714,,W,Includes data from another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,JPN,Japan,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y15,15 years,SSCI,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,NLD,Netherlands,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y14,14 years,ARTS,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,UKM,Scotland,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y14,14 years,PHED,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,DEU,Germany,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y6,6 years,RELI,,5.87734,,A,Normal value,,,OBS,Observed,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,HUN,Hungary,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y12,12 years,FXTM,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SWE,Sweden,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y10,10 years,ICTS,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,BFL,Flemish Community,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y17,17 years,READ,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,IRL,Ireland,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y15,15 years,VOCS,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,KOR,Korea,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,FXTM,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,PRT,Portugal,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y14,14 years,NCOMPUL,,3,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SAU,Saudi Arabia,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y16,16 years,ICTS,,,,L,Missing value; data exist but were not collected,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,AUT,Austria,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y16,16 years,PHED,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,CHN,China (People’s Republic of),INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,SSCI,,,,L,Missing value; data exist but were not collected,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,FIN,Finland,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y7,7 years,MATH,,13.63636,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,GRC,Greece,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y15,15 years,PHED,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,SWE,Sweden,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y12,12 years,PHED,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,HUN,Hungary,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y8,8 years,OSTU,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,ITA,Italy,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y17,17 years,OSTU,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,MEX,Mexico,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y7,7 years,ICTS,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,NZL,New Zealand,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,VOCS,,,,O,Missing value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE(1.1),Instruction time per subject by age,I,CAN,Canada,INT_TIME,Instruction time,PT_INST_COM,Percentage of compulsory instruction time,INST_EDU_PUB,Public educational institutions,_Z,Not applicable,Y13,13 years,PHED,,,,K,Data included in another category,,,OBS,Observed,2023,,0,Zero
